title,article,link,year,month,day
American's top prosecutor makes surprise Ukraine visit — RT World News,"        American's top prosecutor makes surprise Ukraine visit                        Attorney General Merrick Garland has dropped in to reaffirm US determination to “hold Russia accountable”            US Attorney General Merrick Garland (left) speaks during a meeting last month in Washington with Ukrainian Prosecutor General Andrey Kostin.  ©Getty Images                  Drew AngererUS Attorney General Merrick Garland made an unannounced visit to Ukraine on Friday, joining President Vladimir Zelensky at a conference and vowing to punish Russia for alleged war crimes. Russia has denied such accusations and pointed to Western disinterest in Ukrainian atrocities.Garland made the trip, which was kept secret for security reasons, at the invitation of Ukrainian Prosecutor General Andrey Kostin, a US Department of Justice (DOJ) official told reporters. He held several meetings with Ukrainian officials and attended the United for Justice Conference in Lviv.The trip marked Garland’s second unannounced visit to Ukraine since Russia’s military operation against Kiev began last year. On Friday’s visit, he “reaffirmed our determination to hold Russia accountable for crimes committed in its unjust and unprovoked invasion against its sovereign neighbor,” the DOJ official said.Read moreRussia responds to calls for international tribunalGarland marked last week’s one-year anniversary of the conflict’s start by issuing a statement saying that a team of DOJ prosecutors was working with their Ukrainian counterparts to investigate “specific crimes committed by Russian forces, including attacks on civilian targets. At the same time, Congress has expanded our authority to prosecute alleged war criminals who are found in the United States.”US officials have stepped up their anti-Russia rhetoric in recent weeks, such as when Vice President Kamala Harris claimed that Moscow had committed “crimes against humanity.” Speaking at the Munich Security Conference on February 18, Harris said Washington had “examined the evidence” and vowed that the alleged perpetrators would “be held to account.”Russian Ambassador to the US Anatoly Antonov reacted by saying the vice president’s claims were a cynical attempt to escalate the Ukraine conflict and justify efforts to keep pouring weapons into Kiev. He pointed out, too, that the US had ignored Ukrainian crimes, including the shelling of civilian areas in Donbass during the eight years leading up to the current crisis.“Washington’s two-facedness is outrageous,” Antonov said. “Why is the State Department silent about the atrocities of Ukrainian cutthroats? What are the American human rights organizations thinking? Why is no one calling for the punishment of fascist thugs?”:    US trying to demonize Russia – MoscowPresident Joe Biden’s administration on Friday announced an additional $400 million in military aid to Ukraine. Washington has given Kiev more than $32 billion worth of arms and has allocated over $110 billion in aid since the conflict began. Russia has argued that NATO aid to Ukraine is only prolonging the crisis and causing more bloodshed.                    ",https://www.rt.com/news/572428-us-ag-garland-visits-ukraine/,2023,Mar,3
American leaders are ‘fundamentally stupid’ – US Democrat — RT World News,"        American leaders are ‘fundamentally stupid’ – US Democrat                        In their rush to fight Russia and punish Europe, Washington elites have brought humanity to the brink of nuclear war, Geoffrey Young told RT            President Joe Biden gestures as he delivers the State of the Union address alongside Vice President Kamala Harris and House Speaker Kevin McCarthy at the US Capitol in Washington, DC, February 7, 2023 ©                AP  Jacquelyn MartinMotivated by a desire to sever Germany’s economic ties to Russia, the US’ “intellectually bankrupt” politicians have made nuclear war a realistic possibility, Kentucky gubernatorial candidate Geoffrey Young told RT on Saturday.Young said that the electorate he has spoken to in Kentucky are “sick of” seeing their tax dollars go to Ukraine, and think that the US should cut off the supply of arms to Kiev.In Washington, however, politicians are “separated from reality,” he said. “I think most of them are severely deluded about reality by decades of anti-Russian propaganda in our mainstream media,” he claimed, pointing to the fact that Congress is currently holding hearings on climate change, which he called “totally irrelevant..at this moment when humanity is threatened by a possible nuclear war.”Aside from using Ukraine to fight a proxy war against Russia, Young claimed that the Biden administration’s overarching goal has been to “strengthen Washington’s hold over our European so-called allies.”Read moreBiden team has ‘deeply rooted hatred for Russia’  – US congressman“The Nord Stream bombing was a part of that strategy, designed to make Germany, the largest economy in Europe, totally dependent on the US,” he explained. “For decades, Washington’s biggest nightmare has been that Germany and Russia would ally, have their economies complement each other… and make the United States irrelevant.”American journalist Seymour Hersh recently published reports blaming the bombing of the Nord Stream pipelines on the CIA and the Norwegian navy, who he claimed acted on the instruction of President Joe Biden. Hersh said that the attack was largely intended to remove Berlin’s ability to lift sanctions on Russia and resume buying Russian gas – which is significantly cheaper than American liquefied natural gas.These sanctions have been ineffective. According to the most recent figures from the International Monetary Fund, Russia’s economy is set to grow faster than that of the UK and Germany this year, and faster than all of the G7 nations in 2024.Yet the West continues to prepare more sanctions on Moscow out of “incompetence,” Young told RT. “Our leaders are intellectually bankrupt. They don’t know what they can accomplish and what they can not accomplish. Fundamentally they’re stupid, and they don’t have any other ideas.”Read moreBiden praises Scholz over Russian energyThe US and its allies should therefore “back off” before the conflict in Ukraine spreads any further, he recommended.Young’s position on Ukraine puts him at odds with the rest of the Democratic Party, who have voted in lockstep to continue the US’ military support for Ukraine. Only a minority of Republicans in Congress have opposed this support, with 11 GOP representatives sponsoring legislation last month that would cut off the flow of weapons to Kiev.Young is challenging incumbent Governor Steve Beshear in the Kentucky Democratic primary this May. He ran for the House of Representatives as a self-described “Peace Democrat” last November, but lost to Republican Andy Barr.                    ",https://www.rt.com/news/572464-washington-stupid-ukraine-democrat/,2023,Mar,4
Trump hints at third-party run in 2024 — RT World News,"        Trump hints at third-party run in 2024                        The former president has shared an article suggesting that he should split from Republicans if they don’t support his candidacy            Former US President Donald Trump speaks during a November 15 event at his Mar-a-Lago resort in Palm Beach, Florida.  ©Getty Images                  Joe RaedleFormer US President Donald Trump has signaled a possible disaster for the Republican Party, floating a suggestion that he might divide conservative votes in the 2024 presidential election by running as a third-party candidate.Trump shared an article this week on his social media platform, Truth Social, that called for him to launch a third-party campaign if Republican leaders don’t support his 2024 bid to reclaim the White House. The article, which was published on Tuesday in a conservative journal called American Greatness, argued that Republican leaders intend to defy the will of voters by blocking Trump from winning the party’s presidential nomination.“They’d rather lose an election to the Democrats, their brothers in crime, than win with Trump,” the article’s writer, Dan Gelernter, said. He argued that even though an establishment candidate would be better than electing a Democrat, caving into such expedient choices has allowed “the uniparty” to control and ruin the country.Read moreRepublicans want MAGA, not Trump – poll“Do I think Trump can win as a third-party candidate? No,” Gelernter said. “Would I vote for him as a third-party candidate? Yes, because I’m not interested in propping up this corrupt gravy-train any longer.”Trump reportedly flirted with forming his own party in 2021, after losing to Democrat nominee Joe Biden in the 2020 presidential election. He told Republican National Committee Chairwoman Ronna McDaniel that he was “done” with the party, according to ‘Betrayal: The Final Act of the Trump Show,’ a book by ABC News reporter Jonathan Karl. McDaniel reportedly replied, “You cannot do that. If you do, we will lose forever.” Trump shot back, “Exactly – you will lose forever without me. I don’t care. This is what Republicans deserve for not sticking up for me.”While Gelernter argued that Trump is the first choice of Republican voters, recent polling suggests otherwise. Republicans still favor Trump’s Make America Great Again policies, but by a margin of nearly 2-to-1 (61%-31%), they want someone else to be the standard-bearer for that agenda in the 2024 election, according to a USA TodaySuffolk University poll released earlier this month. Republican voters prefer Florida Governor Ron DeSantis over Trump by a 56-33 margin, the same poll showed.:    Trump should be barred from White House – lawmakers                    ",https://www.rt.com/news/569244-trump-hints-third-party-2024-run/,2022,Dec,31
US Army officers probed over BDSM gear photos – media — RT World News,"        US Army officers probed over BDSM gear photos – media                        The soldiers struck sexually suggestive poses wearing bondage gear and dog masks, while in uniform            Screenshot from twitter of US Army officer reportedly under investigation for posing in dog mask. ©                Twitter@NoVA_CampaignsThe US Army is investigating several officers who took sexually explicit photos of themselves wearing BDSM gear, USA Today reported on Monday citing Army officials.The photos were spread on social media last week and showed the male soldiers in uniform or parts of their uniforms, wearing chains, leather and dog masks. Some of the photos depicted poses of sexual acts or submission play, while another featured an officer in a dog mask standing on an airfield.According to the outlet, internal Pentagon email traffic suggested that the pictures were taken at a base in Hawaii, where the soldiers are believed to be based.“US Army Pacific is aware of content found on social media reflecting soldiers’ activities while wearing uniforms,” an Army spokesperson told USA today in a statement, adding that “the incident is currently under investigation.”Conduct by an officer that disgraces them personally or brings dishonor to the military profession is prohibited under US military law, and carries a range of potential punishments, including letters of reprimand and demotions.Col. Donnelly & CPT Tenney both were @JointBasePHH Hawaii in a #AlphaPup & #BetaPup sex relationship, with other partnersA “Pup” kink communityBoth officers have 🐶mask pics in uniform & on 🇺🇸 military installations. Donnelly’s kink was not a secret; his mask seen in office pic.twitter.comwOwosYzv9I— NOVA Campaigns (@NoVA_Campaigns) December 9, 2022According to former US Air Force chief prosecutor Don Chistensen, who spoke to USA Today, the soldiers in the photos could be found to be in violation of several articles of The Uniform Code of Military Justice. That includes Article 133, which states that “any commissioned officer, cadet, or midshipman who is convicted of conduct unbecoming an officer and a gentleman shall be punished as a court-martial may direct.”:    Controversial Вiden genderfluid official loses jobHe noted that the officers, even if they are retired, could still be returned to active duty and court-martialed over the violations. If found guilty, they could be retired at a lower rank, which would mean lower pension payments.“All U.S. Army soldiers are expected to uphold high standards of personal conduct and to avoid discrediting the service and the uniform, both in person and across social media,” Army spokeswoman Cynthia Smith said in a statement.                    ",https://www.rt.com/news/568295-us-army-bdsm-investigation/,2022,Dec,15
Trump hails ‘mentally disabled Democrat’ in Xmas greetings — RT World News,"        Trump hails ‘mentally disabled Democrat’ in Xmas greetings                        Former US president lashed out at his perceived enemies in a traditional “congratulation”            FILE PHOTO. Former US President Donald Trump. ©                Joe Raedle  Getty ImagesDonald Trump, the 45th US President, has wished a merry Christmas to his detractors, apparently calling his successor, Joe Biden, “mentally disabled” and claiming psychic powers for himself.Trump has a long-standing tradition of sending public Christmas and New Year congratulations to those he calls “enemies” and “haters,” though over the four years of his presidency those messages became more targeted. The latest semi-attack was published on Christmas Eve on his social media platform Truth Social.“Merry Christmas to EVERYONE, including the Radical Left Marxists that are trying to destroy our Country, the Federal Bureau of Investigation that is illegally coercing & paying Social and LameStream Media to push for a mentally disabled Democrat over the Brilliant, Clairvoyant, and USA LOVING Donald J. Trump, and, of course, The Department of Injustice, which appointed a Special ‘Prosecutor’ who, together with his wife and family, HATES ‘Trump’ more than any other person on earth. LOVE TO ALL!” he wrote.The former president was apparently referring to some recent political news in the US. It included new revelations from so-called Twitter files reporting on the FBI’s role in policing speech on Twitter. Among other things, the bureau reimbursed millions of dollars that the platform spent to process requests from the US government to consider suppression of tweets and accounts that federal agencies considered problematic.Read moreTrump should be barred from White House – lawmakersThe special prosecutor Trump was apparently referring to is Special Counsel Jack Smith. US Attorney General Merrick Garland appointed him in November to oversee the Justice Department’s investigations relating to the former president.Trump and his supporters previously claimed that Smith may be biased because his wife, filmmaker Katy Chevigny, co-produced the Michelle Obama documentary Becoming – getting an Emmy nomination for her contribution – and donated to Joe Biden’s 2020 presidential campaign. She and Smith married in 2011.Last week, the Democrat-dominated House select committee on the Capitol Hill riot released its final report. The document stated that Trump was responsible for the actions of his supporters, who broke into the building on January 6 last year.The lawmakers recommended barring Trump from holding federal or state office and prosecuting him for alleged crimes relating to the riot. He announced his intention to run for president in 2024 in November and may run against Biden for a second time, if he secures the GOP nomination.                    ",https://www.rt.com/news/568935-trump-christmas-biden-fbi/,2022,Dec,26
Trump and January 6 prisoners collaborate on song — RT World News,"        Trump and January 6 prisoners collaborate on song                        Profits from the track will reportedly benefit the former president’s incarcerated supporters            Donald Trump speaks at Mar-a-Lago, Florida, November 18, 2022 ©                AP  Rebecca BlackwellFormer president Donald Trump has lent his vocals to a song in aid of the supporters who were jailed for participating in the January 6, 2021 riot on Capitol Hill. Trump has vowed to issue pardons to the rioters if he is elected in 2024.Entitled ‘Justice for All’, the song was released on Spotify, Apple Music, and YouTube on Thursday. It cuts between Trump reciting the Pledge of Allegiance and a group of inmates calling themselves the ‘J6 Prison Choir’ singing the Star Spangled Banner. Running for just over two minutes, it ends with the prisoners chanting “USA.”According to Forbes, which first reported the story, the prisoners sang their lines over a phone from confinement in a Washington, DC jail. Trump recited the pledge from his Mar-a-Lago estate in Florida.Proceeds from the song will go to the families of those jailed for taking part in the riot, except for those whose loved ones assaulted police officers.A crowd of Trump supporters entered the US Capitol on January 6, 2021, to protest Congress’ certification of Joe Biden’s electoral victory the previous November. Trump, who still maintains that Biden’s win was fraudulent, told the crowd earlier that day to “fight like hell” against the certification, but to do so “peacefully and patriotically.”Read moreCapitol cops can sue Trump – Justice DepartmentThe protest briefly disrupted the certification, and the crowd was dispersed by the police after several hours. Numerous clashes between the police and rioters broke out, however, and one Trump supporter was shot dead by an officer. Two others died of natural causes and one by accidental overdose.Biden’s Justice Department has charged more than 950 people in connection with the riot, while around 350 have been sentenced and 190 incarcerated, according to Justice Department figures. Around three dozen remain held in a special unit of the Washington, DC jail, where they have described conditions as “medieval.”Trump is running for office again in 2024. Shortly before he formally announced his candidacy, he said that he would consider“full pardons” for the convicted rioters. In an interview this January, he described them as “political prisoners,” many of whom had received unduly harsh sentences for misdemeanor offenses.                    ",https://www.rt.com/news/572426-trump-capitol-prisoners-song/,2023,Mar,3
Apple Watch is racially biased – lawsuit — RT World News,"        Apple Watch is racially biased – lawsuit                        The device’s blood oxygen sensor becomes less accurate the darker the user’s skin is, a US plaintiff claims            FILE PHOTO ©                Getty Images  Feline LimApple profited at the expense of dark-skinned customers by charging a premium for an Apple Watch that knowingly incorporated a defective ‘blood oxygen sensor’ feature, a class action lawsuit filed last week in New York claims.Plaintiff Alex Morales bought his own Apple Watch between 2020 and 2021 after Covid-19 made pulse oximeters, which use infrared light to estimate the amount of oxygen in the blood, a must-have for monitoring vital signs at home. According to the suit, he assumed the feature would work “without regard to skin tone,” as Apple disclosed no “biases and defects” on the label.But pulse oximeters have been shown in scientific studies to produce inaccurate measurements for darker-complexioned patients, due to the melanin in their skin absorbing the infrared light from the device as if it was well-saturated blood. Public ignorance of this disparity arguably contributed to the disproportionate number of Covid-19 deaths in black and Hispanic Americans compared to whites, as dangerously-low oxygen levels would have gone undetected even in a medical setting.Read moreApple in hot water for ‘stifling competition’Citing a similar study, the New York lawsuit argued Apple’s “false and misleading representations” of its own device’s accuracy put lives at risk.Morales sued on behalf of a group of New York State consumers who bought the $400 device during the pandemic, accusing Apple of violating the New York General Business Law and State Consumer Fraud Acts in addition to breaching its express warranty and engaging in fraud and unjust enrichment. The suit also includes customers in Alaska, Arkansas, Idaho, Iowa, Mississippi, North Carolina, North Dakota, Utah, and Wyoming under those states’ consumer fraud laws. Apple’s blood oxygen sensor was found approximately equivalent to “medical grade” devices in an October study, though the company insists on its website that the function is “only designed for general fitness and wellness purposes,” rather than “medical use, including self-diagnosis or consultation with a doctor.”While Apple's own study from June found blood oxygen levels did not meaningfully differ between white and nonwhite Apple Watch users, its website does mention that “permanent or temporary changes to your skin, such as some tattoos, can also impact performance.”                    ",https://www.rt.com/news/569210-apple-watch-racist-oxygen-lawsuit/,2022,Dec,30
Over $250 billion swindled from US pandemic fund – report — RT World News,"        Over $250 billion swindled from US pandemic fund – report                        Three government agencies told Congress that the stated sum is actually conservative and the true figure could be much greater            ©                Getty ImagesMaksim ChernyshevMore than $250billion in Covid-19 relief funds were lost to “fraud” and “waste,” the directors of three US government agencies testified before the House Oversight and Accountability subcommittee on Thursday. Compounding what Deputy Inspector General Sheldon Shoemaker of the Small Business Administration (SBA) called “the biggest fraud in a generation,” the officials stressed that the figures they gave represented an extremely conservative estimate of the total amount lost as they did not include the amount defrauded from the Pandemic Unemployment Assistance program.According to a statement submitted by Shoemaker ahead of the hearing,the SBA has already uncovered $190.7 billion in potential fraud across relief programs under its jurisdiction. Specifically, it expectsto find upwards of $100 billion within the scandal-plagued Paycheck Protection Program. Acting Treasury Inspector General Richard Delmar admitted to just $2.6 billion in dubious charges confirmed at his agency, pleading that ongoing audits precluded making an estimate of the full cost.Read moreWatchdog finds $5.4 billion in potential Covid loan fraudLarry Turner, inspector general of the Department of Labor, blamed the massive losses on a lack of preparation, insufficient oversight, and even the government’s generosity, making a “highly conservative” estimate of $76 billion in fraudulent spending. With no functioning system in place to verify applicants’ qualifying details in a reasonable time frame, the “unprecedented infusion of federal funds” into the program made it irresistible to fraudsters, he told the subcommittee.Rep. Keith Mfume (D-Maryland) expressed shock that no one had predicted that requiring only “self-certification” to access such a prodigious cash hoard would lead to “a lot of hanky-panky,” while Rep. Byron Donalds (R-Florida) pointed out that the agencies did not even use existing checks and balances to vet applicants, and Rep. Maxwell Frost (D-Florida) highlighted that state unemployment systems were hopelessly outdated even before the pandemic placed them under unprecedented stress. Of $45.6 billion in potential fraud lent out in association with one Labor Department program, Turner acknowledged upon questioning that $267 million had gone to dead people.Asked about the possibility of recovering the money, Turner said that hunting down the perpetrators was financially unrewarding, as “once money goes out the door, it is hard to get it back.” Even in cases where the government has been able to track down Covid-19 benefit fraudsters and claw back some of the funds, the inspectors general were unable to tell subcommittee members what had become of some of the money. More than $5 trillion in pandemic relief funds have been distributed since 2020. By some estimates, as much as $400 billion was stolen from the unemployment relief program alone.                    ",https://www.rt.com/news/572820-small-business-fraud-covid-house/,2023,Mar,11
Another train derails after Ohio chemical spill — RT World News,"        Another train derails after Ohio chemical spill                        There is no danger to the public arising from hazardous materials, the railway operator says            FILE PHOTO:  A Norfolk Southern Corp. freight train. ©                AFP  Luke SharrettA train derailed in Lexington, North Carolina, USA on Saturday, Norfolk Southern Railway has confirmed. The incident comes just weeks after another cargo train operated by the same railway company came off the tracks in East Palestine, Ohio, causing a major toxic spill.The incident in Lexington appears to be on a much smaller scale, with a Norfolk Southern spokesperson telling Fox News that only “one set of wheels” derailed on a single car out of 132 on the train.“There are no reports of a hazmat situation or danger to the public,” the company’s representative said, adding that the train’s crew were unharmed.However, the spokesman noted that the derailment would still require “clean up” work, with additional personnel deployed to Lexington to carry it out.The incident led to a stoppage of traffic and delays to numerous passenger trains, according to the US media.Read moreBiden says he won’t visit Ohio town hit by toxic spillMeanwhile, the clean-up continues in East Palestine, where 38 cars, including 11 containing vinyl chloride and other hazardous materials, went off the tracks on February 3, causing a major blaze and chemical spill. A control burn had to be carried out at the crash site to prevent an explosion as temperatures inside one of the tanks with vinyl chloride began to reach dangerous levels.The state and federal authorities insisted that air and water were safe for residents in the area. However, some of the locals reported feeling unwell in the wake of the crash. Earlier this week, the Ohio Department of Natural Resources said at least 45,000 animals, including all aquatic life forms, had died in a five-mile (8km) radius of the derailment.On Friday, East Palestine residents filed a class-action lawsuit against Norfolk Southern, blaming the railway for being “a public nuisance” and demanding punitive damages, the creation of a fund for medical monitoring, new testing and cleaning procedures, among other measures.:    Ohio train derailment ‘100% preventable’ – regulatorUS President Joe Biden has come under fire for traveling to the Ukrainian capital Kiev instead of East Palestine this week. “At this point, I’m not,” Biden said when asked if he plans to visit Ohio. East Palestine Mayor Trent Conaway insisted that the decision by the head of state was “the biggest slap in the face, that tells you right now he doesn’t care about us.”The community was visited by Donald Trump, who said Biden’s behavior “terrible” and assured locals they were “not forgotten.”                    ",https://www.rt.com/news/572084-train-derails-us-norfolk/,2023,Feb,26
Goodbye empire? US sanctions are failing in the face of multipolarity — RT World News,"        Goodbye empire? US sanctions are failing in the face of multipolarity                        Washington’s go-to methods can’t prevent the rise of other powers, an influential establishment journal admits            ByFelix LivshitzFILE - Russia's President Vladimir Putin, right, reviews a military honor guard with Chinese President Xi Jinping during a welcoming ceremony outside the Great Hall of the People in Beijing, June 8, 2018. ©                Greg BakerPool Photo via AP, FileForeign Affairs, a highly influential US magazine – effectively a US empire house journal – has published an article detailing how sanctions are quickly losing their efficiency as a weapon in Washington’s global arsenal.Published by the Council on Foreign Relations NGO, Foreign Affairs provides space for officials within the US military industrial complex to communicate with one another on matters they believe to be of the utmost significance. Therefore, it is important to pay attention when the magazine makes major pronouncements on any issue.It recently published an appraisal of US sanctions – the conclusion being that they are increasingly ineffective, have prompted Beijing and Moscow to create alternative global financial structures to insulate themselves and others from punitive actions, and that Washington and its acolytes will no longer be able to force countries to do their bidding, let alone destroy dissenting states, through such measures in the very near future.The article begins by noting that “sanctions have long been the US’ favored diplomatic weapon,” which “fill the void between empty diplomatic declarations and deadly military interventions.” Despite this, it predicts “the golden days of US sanctions may soon be over.”These “golden days” were the immediate post-Cold War era, when Washington was “still an unrivaled economic power,” and therefore could at the press of a button cripple each and every overseas economy, in theory. This was due to “primacy of the US dollar and the reach of US oversight of global financial channels.” As international trade was overwhelmingly conducted using dollars, Washington could stop any country from exporting or importing any and all goods it wished, whenever it liked. Even then, Foreign Affairs recalls, US leaders themselves worried if sanctions were applied too liberally. In 1998, then-President Bill Clinton claimed his government was “in danger of looking like we want to sanction everybody who disagrees with us.”Read moreEU looks for targets in tenth round of anti-Russia sanctionsThe Foreign Affairs article saysClinton’s fearswere“overblown,” but this is precisely what came to pass. Governments, and the countries they represented,have been sanctioned for pursuing the wrong policies, refusing to be overthrown in US-backed coups and military interventions and showing any degree of independence in their domestic or foreign dealings whatsoever. In the process, millions have died, and even more lives have been ruined for no good reason.This approach has backfired, and badly. In response, states “have begun to harden their economies against such measures.” For example, after the US cut off Iran from the SWIFT global banking system, many other countries took note. Restricting China’s access to numerous technologies as part of the new Cold War has also served to place both Washington’s allies and adversaries alike “on notice their access to crucial technology could be severed.”Beijing and Moscow lead the way in the push to create “financial innovations that diminish US advantage,” creating a raft of “currency swap agreements, alternatives to SWIFT, and digital currencies” that serve as “preemptive measures” against any “potential penalties”down the line.Currency swaps, which connect central banks directly to each other and eliminate the need for trades between them to be dollar-backed, have been eagerly embraced by China. It has signed deals of this kind with more than 60 countries across the world, thereby enabling its companies “to circumvent US financial channels when they want to.”In 2020, Beijing settled more than half its annual trade with Moscow in currencies other than the dollar, making the majority of these transactions totally immune to US sanctions, and that figure has only risen ever since. In March that year also, the China and Russia-led Shanghai Cooperation Organization officially prioritized development of payments in the local currencies of its members.Read moreEU threatens to widen sanctionsBeijing and Moscow are also, Foreign Affairs reports, “busily preparing their own alternatives”to various Western-dominated international systems. Their alternative to SWIFT, the Cross-Border Interbank Payment System, isn’t yet a match in terms of transaction volume, but that’s not the point. It prevents them, and any state or organization enrolled in the framework – 1,300 banks in over 100 countries already – from being unable to make international financial transactions, should they be cut out of SWIFT.Similarly, China is expanding the reach of the digital renminbi, the currency issued by Beijing central bank, at home and overseas. More than 300 million of its citizens already use it, and a billion are forecast to by 2030. The currency is completely sanctions-proof as the US has no ability to prevent its use, and Beijing has encouraged several countries to pay for its exports exclusively using it – “other such deals will probably follow,” Foreign Affairs predicts.The American empire’s obsessive reliance on sanctions has now created a Catch-22 situation, by the magazine’s reckoning. The already hostile relations between the USA, China and Russia mean Moscow and Beijing are pushing ahead with this revolutionary effort no matter what. If “things get worse,” they’ll simply “double down on their sanctions-proofing efforts,” taking more and more countries with them.“These innovations are increasingly giving countries the ability to conduct transactions through sanctions-proof channels. This trend appears irreversible,” the articlebitterly concludes. “All this means that within a decade, US unilateral sanctions may have little bite.”It is all these developments, along with Moscow’s economic pivot eastwards after the 2014 Ukraine coup, and move towards self-sufficiency in energy and food and in other vital resources, which account for the embarrassing failure of US-led sanctions against Russia.Western leaders, academics, journalists, pundits and economists promised when these sanctions were imposed that they would soon lead to Russia’s total political, economic and military collapse. They have not, demonstrating that elites in Europe and North America do not understand the global economy they claim to rule. They should get to grips with the new reality they inhabit in short order, though – for a multipolar world has begun to emerge in 2022, and it is here to stay.Read moreEffect of EU sanctions on Moscow is ‘less than zero’ – MEPHow rapidly US elites are reckoning with the radically different reality in which they are now forced to operate is ironically underlined by how quickly the author of the Foreign Affairs article, Agathe Demarais, seems to have completely changed her tune on the subject of sanctions. On 1 December, less than a month earlier, she authored a piece for Foreign Policy – another US empire in-house journal – that offered a radically different take on the matter.Boldly declaring “sanctions on Russia are working” in the headline, Demarais dismissed suggestions punitive Western measures were intended to “force Putin to back down and pull out of Ukraine,” or to provoke “regime change” in Moscow, or to prompt “a Venezuela-style collapse of the Russian economy,” despite the fact every single one of these outcomes was explicitly cited as a motivating factor behind the sanctions by Western officials, pundits, and journalists at the time.Instead, she argued, sanctions were effective in the quest to “send a message to the Kremlin” that “Europe and the United States are standing with Ukraine.” Whether or not Kiev will be thrown under a bus by its Western backers in due course, and the anti-Russian measures will endure after the war is over, seems to not matter so much, though – for, as Demarais was herself forced to acknowledge less than four weeks later, the effectiveness of sanctions is rapidly diminishing. This speed of this about-face could well be an indication of how irresistibly the multipolar world is coming to be.The statements, views and opinions expressed in this column are solely those of the author and do not necessarily represent those of RT.oped                    ",https://www.rt.com/news/569926-us-sanctions-not-work/,2023,Jan,25
